,train_name,train_number,source,destination,distance,total_time,departure,arrival
4269,Asansol Adra Kharagpur Passenger,58018,ASANSOL JN,KHARAGPUR JN,209,0 days 05:20:00,17:05:00,22:25:00
4270,Adra Asansol Passenger,58019,ADRA JN,ASANSOL JN,41,0 days 01:25:00,14:30:00,15:55:00
4271,Asansol Adra Passenger,58020,ASANSOL JN,ADRA JN,41,0 days 01:15:00,12:10:00,13:25:00
4272,Kharagpur Tatanagar Passenger,58021,KHARAGPUR JN,TATANAGAR JN,135,0 days 03:30:00,09:15:00,12:45:00
4273,Tatanagar Kharagpur MEMU Passenger,58022,TATANAGAR JN,KHARAGPUR JN,135,0 days 02:50:00,18:10:00,21:00:00
4274,Tatanagar Barkakana Passenger,58023,TATANAGAR JN,BARKAKANA,161,0 days 06:00:00,15:00:00,21:00:00
4275,Kharagpur-Hatia Passenger,58025,KHARAGPUR JN,HATIA,336,0 days 09:30:00,08:35:00,18:05:00
4276,Hatia Kharagpur Passenger,58026,HATIA,KHARAGPUR JN,336,0 days 08:55:00,09:00:00,17:55:00
4277,Tatanagar Badampahar Passenger,58101,TATANAGAR JN,Badampahar,0,0 days 05:10:00,06:00:00,11:10:00
4278,Tatanagar Barabil Passenger,58103,TATANAGAR JN,Barbil,148,0 days 04:20:00,17:00:00,21:20:00
4279,Barabil Tatanagar Passenger,58104,Barbil,TATANAGAR JN,148,0 days 04:40:00,05:15:00,09:55:00
4280,Tatanagar Gua Passenger,58109,TATANAGAR JN,Gua,0,0 days 04:20:00,08:15:00,12:35:00
4281,Gua Tatanagar Passenger,58110,Gua,TATANAGAR JN,0,0 days 06:00:00,13:15:00,19:15:00
4282,TATANAGAR - ITWARI Passenger,58111,TATANAGAR JN,ITWARI,878,1 days 00:45:00,06:30:00,07:15:00
4283,ITWARI - TATANAGAR Passenger,58112,ITWARI,TATANAGAR JN,878,1 days 02:35:00,21:30:00,00:05:00
4284,TATA BSP PASS,58113,TATANAGAR JN,BILASPUR JN,469,0 days 13:25:00,06:30:00,19:55:00
4285,BSP TATA PASSENGER,58114,BILASPUR JN,TATANAGAR JN,471,0 days 15:00:00,18:50:00,09:50:00
4286,ROU CKP SARANDA PASSENGER,58116,ROURKELA,CHAKRADHARPUR,101,0 days 03:05:00,16:00:00,19:05:00
4287,Birmitrapur Barsuan Passenger,58151,Biramitrapur,Barsuan,103,0 days 03:25:00,07:10:00,10:35:00
4288,Barsuan Birmitrapur Passenger,58152,Barsuan,Biramitrapur,103,0 days 03:30:00,14:30:00,18:00:00
4289,JHARSUGUDA - HATIA Passenger (UnReserved),58162,JHARSUGUDA JN,HATIA,264,0 days 09:05:00,07:30:00,16:35:00
4290,Bilaspur Raipur Passenger,58201,BILASPUR JN,RAIPUR JN,110,0 days 02:40:00,06:40:00,09:20:00
4291,Raipur Bilaspur MEMU Local,58202,RAIPUR JN,BILASPUR JN,110,0 days 03:15:00,19:15:00,22:30:00
4292,Gevra Raipur Passenger,58203,Gevra Road,RAIPUR JN,215,0 days 05:30:00,05:40:00,11:10:00
4293,Raipur Gevra Road Passenger,58204,RAIPUR JN,Gevra Road,215,0 days 05:45:00,18:10:00,23:55:00
4294,RAIPUR ITWARI PASS,58205,RAIPUR JN,ITWARI,298,0 days 07:50:00,13:30:00,21:20:00
4295,ITWARI RAIPUR MEMU Pass,58206,ITWARI,RAIPUR JN,298,0 days 10:05:00,07:30:00,17:35:00
4296,Khariar Raipur Passenger,58208,KESINGA,RAIPUR JN,216,0 days 05:30:00,04:30:00,10:00:00
4297,Jharsuguda Titlagarh Passenger,58215,JHARSUGUDA JN,TITLAGARH,232,0 days 06:35:00,12:45:00,19:20:00
4298,Titlagarh Jharsuguda Passenger,58216,TITLAGARH,JHARSUGUDA JN,232,0 days 06:30:00,07:30:00,14:00:00
4299,Jharsuguda Gondia Passenger,58117,JHARSUGUDA JN,GONDIA JN,487,0 days 15:15:00,07:00:00,22:15:00
4300,Gondia Jharsuguda Passenger,58118,GONDIA JN,JHARSUGUDA JN,487,0 days 15:15:00,05:00:00,20:15:00
4301,Sambalpur Jharsuguda Passenger,58125,SAMBALPUR,JHARSUGUDA JN,50,0 days 01:25:00,07:35:00,09:00:00
4302,Rourkela-Puri Passenger,58131,ROURKELA,PURI,525,0 days 16:30:00,08:00:00,00:30:00
4303,Puri Rourkela Passenger,58132,PURI,ROURKELA,549,0 days 16:45:00,03:30:00,20:15:00
4304,Rourkela Jharsuguda Passenger,58133,ROURKELA,JHARSUGUDA JN,101,0 days 02:20:00,14:50:00,17:10:00
4305,Jhsrsuguda Rourkela Passenger,58134,JHARSUGUDA JN,ROURKELA,101,0 days 02:10:00,09:00:00,11:10:00
4306,Gevra Bilaspur Passenger,58209,Gevra Road,BILASPUR JN,105,0 days 02:45:00,10:50:00,13:35:00
4307,Bilaspur Gevra Passenger,58210,BILASPUR JN,Gevra Road,105,0 days 02:55:00,07:35:00,10:30:00
4308,Bilaspur Gevra Passenger,58212,BILASPUR JN,Gevra Road,98,0 days 02:40:00,14:20:00,17:00:00
4309,Jharsuguda Bilaspur Passenger,58213,JHARSUGUDA JN,BILASPUR JN,205,0 days 04:20:00,17:30:00,21:50:00
4310,Bilaspur Jharsuguda Passenger,58214,BILASPUR JN,JHARSUGUDA JN,205,0 days 05:05:00,06:45:00,11:50:00
4311,Titlagarh Raipur Passenger,58217,TITLAGARH,RAIPUR JN,202,0 days 04:15:00,19:40:00,23:55:00
4312,Raipur Titagarh Passenger,58218,RAIPUR JN,TITLAGARH,202,0 days 04:40:00,02:30:00,07:10:00
4313,Chirmiri Bilaspur Passenger Slip,58220-Slip,Chirmiri,BHOPAL JN,653,0 days 22:10:00,20:05:00,18:15:00
4314,Chirmiri Chandia Passenger,58221,Chirmiri,CHANDIA ROAD,214,0 days 05:25:00,08:30:00,13:55:00
4315,Chandia Chirmiri Passenger,58222,CHANDIA ROAD,Chirmiri,214,0 days 05:25:00,14:15:00,19:40:00
4316,Manendragarh Ambikapur Passang,58223,Manendragarh,AMBIKAPUR,124,0 days 04:50:00,07:25:00,12:15:00
4317,Ambikapur Manendragarh Passang,58224,AMBIKAPUR,Manendragarh,124,0 days 04:30:00,12:45:00,17:15:00
4318,Cuttack Paradip Passenger,58401,CUTTACK,Paradip,83,0 days 01:55:00,19:00:00,20:55:00
4319,Cuttack Paradip Passenger,58405,CUTTACK,Paradip,83,0 days 01:40:00,15:00:00,16:40:00
4320,Paradip Cuttack Passenger,58406,Paradip,CUTTACK,83,0 days 02:10:00,10:45:00,12:55:00
4321,Khurda Puri Passenger,58407,KHURDA ROAD JN,PURI,44,0 days 01:35:00,07:00:00,08:35:00
4322,Puri Khurda Road Passenger,58408,PURI,KHURDA ROAD JN,44,0 days 01:35:00,18:30:00,20:05:00
4323,Khurda Puri Passenger,58409,KHURDA ROAD JN,PURI,44,0 days 01:30:00,12:30:00,14:00:00
4324,Puri Khurda Road Passenger,58410,PURI,KHURDA ROAD JN,44,0 days 01:40:00,23:05:00,00:45:00
4325,Puri Talcher Passenger,58414,PURI,TALCHER,200,0 days 07:10:00,16:35:00,23:45:00
4326,Puri Cuttack Passenger,58415,CUTTACK,PURI,91,0 days 02:50:00,16:55:00,19:45:00
4327,Cuttack Puri Passenger,58416,PURI,CUTTACK,91,0 days 03:05:00,08:05:00,11:10:00
4328,Puri Gunupur Passenger,58417,PURI,Gunupur,380,0 days 12:40:00,07:50:00,20:30:00
4329,Parlakhemundi Puri Passenger,58418,Gunupur,PURI,380,0 days 13:25:00,08:00:00,21:25:00
4330,Angul Puri Fast Passenger,58421,ANGUL,PURI,335,0 days 06:05:00,05:20:00,11:25:00
4331,Puri Angul Fast Passenger,58422,PURI,ANGUL,195,0 days 05:15:00,16:20:00,21:35:00
4332,Bhadrak Cuttack Passenger,58423,BHADRAKH,CUTTACK,116,0 days 03:30:00,14:10:00,17:40:00
4333,Cuttack Bhadrakh Passenger,58424,CUTTACK,BHADRAKH,116,0 days 03:20:00,09:15:00,12:35:00
4334,Bhadrakh Cuttack Fast Passenger,58435,BHADRAKH,CUTTACK,116,0 days 03:00:00,15:45:00,18:45:00
4335,Cuttack Bhadrakh Fast Passenger,58436,CUTTACK,BHADRAKH,116,0 days 02:55:00,12:10:00,15:05:00
4336,Raipur Vishakhapatnam Passenger,58527,RAIPUR JN,VISHAKAPATNAM,529,0 days 16:30:00,05:30:00,22:00:00
4337,Visakhapatnam Raipur Passenger,58528,VISHAKAPATNAM,RAIPUR JN,529,0 days 16:20:00,02:40:00,19:00:00
4338,Rayagada Koraput Passenger,58541,RAYAGADA,KORAPUT,173,0 days 04:40:00,10:50:00,15:30:00
4339,Koraput Rayagada Passenger,58542,KORAPUT,RAYAGADA,173,0 days 04:45:00,05:30:00,10:15:00
4340,Kharagpur Adra Passenger,58601,KHARAGPUR JN,ADRA JN,168,0 days 03:50:00,17:20:00,21:10:00
4341,Adra Kharagpur Passenger,58602,ADRA JN,KHARAGPUR JN,168,0 days 05:00:00,05:35:00,10:35:00
4342,Kharagpur-Dhanbad Passenger,58603,KHARAGPUR JN,DHANBAD JN,278,0 days 08:45:00,14:20:00,23:05:00
4343,Dhanbad Kharagpur Passenger,58604,DHANBAD JN,KHARAGPUR JN,278,0 days 08:25:00,05:30:00,13:55:00
4344,Kharagpur Tatanagar Passenger,58605,KHARAGPUR JN,TATANAGAR JN,135,0 days 03:20:00,15:15:00,18:35:00
4345,Tatanagar Kharagpur Passenger,58606,TATANAGAR JN,KHARAGPUR JN,135,0 days 03:20:00,09:00:00,12:20:00
4346,Chirmiri Bilaspur Passenger,58220,Chirmiri,BILASPUR JN,238,0 days 10:40:00,20:05:00,06:45:00
4347,Cuttack Berhampur Fast Passenger,58433,CUTTACK,BRAHMAPUR,194,0 days 04:00:00,17:45:00,21:45:00
4348,Berhampur Cuttack Fast Passenger,58434,BRAHMAPUR,CUTTACK,194,0 days 04:15:00,07:30:00,11:45:00
4349,Visakhapatnam Kirandul Passenger,58501,VISHAKAPATNAM,Kirandul,472,0 days 14:45:00,06:50:00,21:35:00
4350,Palasa Visakhapatnam Passenger,58525,PALASA,VISHAKAPATNAM,203,0 days 07:25:00,09:00:00,16:25:00
4351,Durg Visakhapatnam Passenger,58529,DURG,VISHAKAPATNAM,564,0 days 18:15:00,18:00:00,12:15:00
4352,Visakhapatnam Durg Passenger,58530,VISHAKAPATNAM,DURG,564,0 days 16:20:00,21:00:00,13:20:00
4353,Rayagada Vishakhapatnam Passenger,58537,RAYAGADA,VISHAKAPATNAM,186,0 days 04:40:00,10:25:00,15:05:00
4354,Visakhapatnam Rayagada Passenger,58538,VISHAKAPATNAM,RAYAGADA,186,0 days 04:55:00,05:45:00,10:40:00
4355,Gomoh-Chakradharpur Passenger,58607,GOMOH JN,CHAKRADHARPUR,236,0 days 08:10:00,14:50:00,23:00:00
4356,Chakradharpur Gomoh Passenger,58608,CHAKRADHARPUR,GOMOH JN,236,0 days 08:00:00,05:00:00,13:00:00
4357,Tatanagar Chakradharpur Passenger,58609,TATANAGAR JN,CHAKRADHARPUR,62,0 days 01:25:00,18:45:00,20:10:00
4358,Lohardaga Ranchi Passenger,58652,Lohardaga,RANCHI,67,0 days 01:30:00,07:35:00,09:05:00
4359,Ranchi - Lohardaga - Barkichampi Passenger,58653,RANCHI,Lohardaga,67,0 days 01:30:00,09:30:00,11:00:00
4360,Barkichampi - Lohardaga - Ranchi Passenger,58654,Lohardaga,RANCHI,67,0 days 01:30:00,12:50:00,14:20:00
4361,Ranchi Lohardaga Passenger,58655,RANCHI,Lohardaga,67,0 days 01:30:00,14:45:00,16:15:00
4362,Lohardaga Ranchi Passenger,58656,Lohardaga,RANCHI,67,0 days 01:30:00,16:50:00,18:20:00
4363,Ranchi Lohardaga Passenger,58657,RANCHI,Lohardaga,67,0 days 01:30:00,18:45:00,20:15:00
4364,Lohardaga Ranchi Passenger,58658,Lohardaga,RANCHI,67,0 days 01:15:00,20:50:00,22:05:00
4365,Tatanagar Hatia Passenger,58661,TATANAGAR JN,HATIA,218,0 days 07:15:00,11:30:00,18:45:00
4366,Hatia Tatanagar Passenger,58662,HATIA,TATANAGAR JN,218,0 days 06:00:00,04:30:00,10:30:00
4367,Durg Gondia Passenger,58703,RAIPUR JN,GONDIA JN,172,0 days 04:10:00,05:30:00,09:40:00
4368,Gondia Durg Passenger,58704,GONDIA JN,RAIPUR JN,172,0 days 04:20:00,17:40:00,22:00:00
4369,Telibandha Dhamtari Passenger,58711,Telibandha,Dhamtari,68,0 days 03:00:00,07:00:00,10:00:00
4370,Dhamtari Telibandha Passenger,58712,Dhamtari,Telibandha,68,0 days 03:05:00,06:30:00,09:35:00
4371,Telibandha Dhamtari Passenger,58713,Telibandha,Dhamtari,68,0 days 03:00:00,12:40:00,15:40:00
4372,Dhamtari Telibandha Passenger,58714,Dhamtari,Telibandha,68,0 days 03:05:00,12:15:00,15:20:00
4373,Telibandha Dhamtari Passenger,58715,Telibandha,Dhamtari,68,0 days 03:05:00,18:35:00,21:40:00
4374,Dhamtari Telibandha Passenger,58716,Dhamtari,Telibandha,68,0 days 03:10:00,18:10:00,21:20:00
4375,Telibandha Rajim Passenger,58717,Telibandha,Rajim,39,0 days 02:05:00,16:15:00,18:20:00
4376,RAJIM TELIBANDHA PASS,58718,Rajim,Telibandha,39,0 days 02:00:00,09:35:00,11:35:00
4377,ABHANPUR RAJIM PASS,58719,Abhanpur Junction,Rajim,17,0 days 00:50:00,08:30:00,09:20:00
4378,RAJIM ABHANPUR PASS,58720,Rajim,Abhanpur Junction,16,0 days 00:50:00,06:50:00,07:40:00
4379,ABHANPUR RAJIM PASS,58721,Abhanpur Junction,Rajim,16,0 days 00:50:00,20:15:00,21:05:00
4380,RAJIM ABHANPUR PASS,58722,Rajim,Abhanpur Junction,16,0 days 00:50:00,18:35:00,19:25:00
4381,Gondia Nagbhir Ballarshah Passenger,58802,GONDIA JN,BALHARSHAH,252,0 days 06:10:00,07:30:00,13:40:00
4382,Wadsa Chanda Fort Passenger,58808,Wadsa,Chanda Fort,137,0 days 02:50:00,07:00:00,09:50:00
4383,Ramtek itwari Passenger,58809,Ramtek,ITWARI,46,0 days 01:15:00,07:30:00,08:45:00
4384,Nagpur Ramtek Passenger,58810,NAGPUR,Ramtek,42,0 days 01:29:00,05:40:00,07:09:00
4385,Ramtek Nagpur Passenger,58811,Ramtek,NAGPUR,42,0 days 01:55:00,21:15:00,23:10:00
4386,Ramtek itwari Passenger,58813,Ramtek,ITWARI,38,0 days 01:40:00,14:00:00,15:40:00
4387,Itwari Ramtek Passenger,58814,ITWARI,Ramtek,38,0 days 01:15:00,12:00:00,13:15:00
4388,Itwari Tirodi Passenger,58815,ITWARI,Tirodi,124,0 days 04:05:00,13:05:00,17:10:00
4389,Tirodi Itwari Passenger,58816,Tirodi,ITWARI,124,0 days 03:25:00,08:00:00,11:25:00
4390,Tumsar Road Tirodi Passenger,58817,TUMSAR ROAD,Tirodi,48,0 days 01:35:00,05:45:00,07:20:00
4391,Tirodi Tumsar Road DEMU,58818,Tirodi,TUMSAR ROAD,48,0 days 01:20:00,17:35:00,18:55:00
4392,Nagpur Chindwara Passenger,58831,NAGPUR,Chhindwara Junction,148,0 days 06:45:00,04:55:00,11:40:00
4393,Barka Kana Adra Passenger,58620,BARKAKANA,ADRA JN,159,0 days 05:20:00,15:35:00,20:55:00
4394,Adra Barkakana Passenger,58621,ADRA JN,BARKAKANA,159,0 days 05:05:00,04:40:00,09:45:00
4395,Shahdol Ambikapur Passenger,58701,SHAHDOL,AMBIKAPUR,216,0 days 05:45:00,13:30:00,19:15:00
4396,Ambikapur Shahdol Passenger,58702,AMBIKAPUR,SHAHDOL,216,0 days 05:20:00,07:45:00,13:05:00
4397,Gondia Chanda Fort Passenger,58804,GONDIA JN,Chanda Fort,241,0 days 05:30:00,17:00:00,22:30:00
4398,Chanda Fort Gondia Passenger,58805,Chanda Fort,GONDIA JN,241,0 days 06:00:00,10:15:00,16:15:00
4399,Gondia Wadsa Passenger,58806,GONDIA JN,Wadsa,104,0 days 02:40:00,19:05:00,21:45:00
4400,Chhindwara Ramakona Nagpur Passenger,58832,Chhindwara Junction,NAGPUR,148,0 days 06:05:00,05:25:00,11:30:00
4401,Nagpur Chindwara Passenger,58833,NAGPUR,Chhindwara Junction,148,0 days 07:10:00,07:05:00,14:15:00
4402,Nagpur Ramakona Chhindwara Passenger,58835,NAGPUR,Chhindwara Junction,148,0 days 06:15:00,16:00:00,22:15:00
4403,Nagpur Ramakona Chhindwara Passenger,58837,NAGPUR,Chhindwara Junction,148,0 days 06:20:00,22:30:00,04:50:00
4404,Nagpur Nainpur Jabalpur Fast Passenger,58839,NAGPUR,JABALPUR,398,0 days 19:30:00,12:45:00,08:15:00
4405,Nagpur Ramakona Passenger,58841,NAGPUR,Ramakona,86,0 days 04:05:00,18:15:00,22:20:00
4406,Nagpur Nagbhir Passenger,58843,NAGPUR,Nagbhir Junction,110,0 days 04:40:00,05:55:00,10:35:00
4407,Nagbhir Itwari Passenger,58846,Nagbhir Junction,ITWARI,106,0 days 04:10:00,12:45:00,16:55:00
4408,Nagpur Nagbhir Passenger,58847,NAGPUR,Nagbhir Junction,110,0 days 04:45:00,17:35:00,22:20:00
4409,Chhindwara Nainpur Passenger,58849,Chhindwara Junction,Nainpur Junction,141,0 days 06:00:00,06:00:00,12:00:00
4410,Nainpur Chhindwara Passenger,58850,Nainpur Junction,Chhindwara Junction,141,0 days 05:35:00,06:00:00,11:35:00
4411,Chhindwara Nainpur Passenger,58851,Chhindwara Junction,Nainpur Junction,141,0 days 06:00:00,08:30:00,14:30:00
4412,Nainpur Chhindwara Passenger,58852,Nainpur Junction,Chhindwara Junction,141,0 days 05:50:00,10:00:00,15:50:00
4413,Chhindwara Nainpur Passenger,58853,Chhindwara Junction,Nainpur Junction,141,0 days 06:15:00,12:45:00,19:00:00
4414,Nainpur Chhindwara Passenger,58854,Nainpur Junction,Chhindwara Junction,141,0 days 05:35:00,14:40:00,20:15:00
4415,Chhindwara Nainpur Passenger,58855,Chhindwara Junction,Nainpur Junction,141,0 days 06:30:00,17:10:00,23:40:00
4416,Nainpur Chhindwara Passenger,58856,Nainpur Junction,Chhindwara Junction,141,0 days 05:30:00,22:00:00,03:30:00
4417,Nainpur Mandla Fort Passenger,58857,Nainpur Junction,Mandla Fort,43,0 days 01:55:00,07:00:00,08:55:00
4418,Mandla Fort Balaghat Passenger,58858,Nainpur Junction,Balaghat Junction,74,0 days 03:50:00,11:30:00,15:20:00
4419,Nainpur Mandla Fort Passenger,58859,Nainpur Junction,Mandla Fort,43,0 days 01:55:00,13:10:00,15:05:00
4420,Mandla Fort Nainpur Passenger,58860,Mandla Fort,Nainpur Junction,43,0 days 01:55:00,15:25:00,17:20:00
4421,Nainpur Mandla Fort Passenger,58861,Nainpur Junction,Mandla Fort,43,0 days 01:55:00,17:40:00,19:35:00
4422,Mandla Fort Nainpur Passenger,58862,Mandla Fort,Nainpur Junction,43,0 days 01:55:00,19:55:00,21:50:00
4423,Balaghat jabalpur Passenger,58863,Balaghat Junction,JABALPUR,185,0 days 09:10:00,00:40:00,09:50:00
4424,Jabalpur Balaghat Passenger,58864,JABALPUR,Balaghat Junction,185,0 days 10:35:00,06:00:00,16:35:00
4425,Balaghat Jabalpur Passenger,58865,Balaghat Junction,JABALPUR,187,0 days 08:55:00,05:00:00,13:55:00
4426,Jabalpur Balaghat Passenger,58866,JABALPUR,Balaghat Junction,185,0 days 09:40:00,10:55:00,20:35:00
4427,Balaghat jabalpur Passenger,58867,Balaghat Junction,JABALPUR,185,0 days 08:45:00,09:50:00,18:35:00
4428,Jabalpur Balaghat Passenger,58868,JABALPUR,Balaghat Junction,187,0 days 08:55:00,18:05:00,03:00:00
4429,Balaghat jabalpur Passenger,58869,Balaghat Junction,JABALPUR,185,0 days 09:50:00,13:50:00,23:40:00
4430,Jabalpur Balaghat Passenger,58870,JABALPUR,Balaghat Junction,187,0 days 09:10:00,22:20:00,07:30:00
4431,Balaghat Jabalpur Passenger,58871,Balaghat Junction,JABALPUR,187,0 days 09:15:00,20:45:00,06:00:00
4432,Balaghat Nainpur Passenger,58873,Balaghat Junction,Nainpur Junction,74,0 days 03:20:00,17:55:00,21:15:00
4433,Nainpur Balaghat Passenger,58874,Nainpur Junction,Balaghat Junction,74,0 days 03:20:00,05:30:00,08:50:00
4434,Jabalpur Nainpur Passenger,58876,JABALPUR,Nainpur Junction,111,0 days 05:40:00,15:10:00,20:50:00
4435,Virar Bharuch Shuttle,59009,VIRAR,BHARUCH JN,267,0 days 07:00:00,04:00:00,11:00:00
4436,Bharuch Virar Passenger,59010,BHARUCH JN,VIRAR,267,0 days 07:25:00,14:05:00,21:30:00
4437,Bhusaval Passenger,59013,SURAT,BHUSAVAL JN,336,0 days 09:50:00,23:25:00,09:15:00
4438,Mumbai Valsad Passenger,59023,Mumbai Central,VALSAD,195,0 days 04:45:00,18:10:00,22:55:00
4439,Surat Amrawati Fast Passenger,59025,SURAT,Amravati,563,0 days 11:40:00,10:50:00,22:30:00
4440,Chhindwara Nagpur Passenger,58834,Chhindwara Junction,NAGPUR,148,0 days 06:50:00,14:50:00,21:40:00
4441,Chhindwara Nagpur Passenger,58836,Chhindwara Junction,NAGPUR,148,0 days 06:55:00,17:25:00,00:20:00
4442,Jabalpur Nir Nagpur Passenger,58840,JABALPUR,NAGPUR,398,0 days 19:00:00,20:30:00,15:30:00
4443,Ramakona Nagpur Passenger,58842,Ramakona,NAGPUR,86,0 days 04:10:00,05:00:00,09:10:00
4444,Nagbhir Nagpur Passenger,58844,Nagbhir Junction,NAGPUR,110,0 days 04:30:00,06:15:00,10:45:00
4445,Nagbhir Nagpur Passenger,58848,Nagbhir Junction,NAGPUR,110,0 days 04:25:00,16:45:00,21:10:00
4446,Surat Fast Passenger,59026,Amravati,SURAT,563,0 days 12:15:00,09:00:00,21:15:00
4447,Virar Surat Passenger,59037,VIRAR,SURAT,207,0 days 06:40:00,17:10:00,23:50:00
4448,Surat Virar Passenger,59038,SURAT,VIRAR,207,0 days 05:45:00,04:20:00,10:05:00
4449,Virar Valsad Shuttle,59039,VIRAR,VALSAD,139,0 days 02:55:00,11:30:00,14:25:00
4450,Vapi Virar Shuttle,59040,VAPI,VIRAR,112,0 days 02:20:00,13:55:00,16:15:00
4451,Virar Dahanu Shuttle,59043,VIRAR,DAHANU ROAD,64,0 days 01:18:00,22:50:00,00:08:00
4452,Dahanu Virar Shuttle,59044,DAHANU ROAD,VIRAR,64,0 days 01:20:00,04:55:00,06:15:00
4453,Vapi Passenger,59045,MUMBAI BANDRA TERMINUS,VAPI,159,0 days 03:50:00,09:25:00,13:15:00
4454,Valsad-Bandra Passenger,59046,VALSAD,MUMBAI BANDRA TERMINUS,184,0 days 04:40:00,16:30:00,21:10:00
4455,Virar Surat Passenger,59047,VIRAR,SURAT,207,0 days 05:20:00,07:40:00,13:00:00
4456,Surat Virar Passenger,59048,SURAT,VIRAR,207,0 days 04:50:00,18:20:00,23:10:00
4457,Valsad Viramgam Passenger,59049,VALSAD,VIRAMGAM JN,364,0 days 14:05:00,06:05:00,20:10:00
4458,Surat Nandurbar Passenger,59051,SURAT,NANDURBAR,185,0 days 05:05:00,18:30:00,23:35:00
4459,Bhusaval Passenger,59075,SURAT,BHUSAVAL JN,336,0 days 12:05:00,07:15:00,19:20:00
4460,Bhusaval Surat Mumbai Passenger,59076-Slip,NANDURBAR,Mumbai Central,423,0 days 14:13:00,14:32:00,04:45:00
4461,Surat-Bhusaval Passenger,59077,SURAT,BHUSAVAL JN,336,0 days 09:20:00,16:35:00,01:55:00
4462,Bhusaval-Surat Passenger,59078,BHUSAVAL JN,SURAT,336,0 days 09:20:00,00:35:00,09:55:00
4463,Nandurbar Surat Passenger,59092,NANDURBAR,SURAT,185,0 days 04:45:00,02:45:00,07:30:00
4464,Vadodara Kathana Passenger,59101,VADODARA JN,Kathana,73,0 days 02:25:00,16:05:00,18:30:00
4465,Kathana Vadodara Passenger,59102,Kathana,VADODARA JN,73,0 days 02:35:00,06:05:00,08:40:00
4466,Vadodara Kathana Passenger,59103,VADODARA JN,Kathana,73,0 days 02:20:00,09:30:00,11:50:00
4467,Kathana Vadodara Passenger,59104,Kathana,VADODARA JN,73,0 days 02:30:00,12:45:00,15:15:00
4468,Bodeli Dabhoi Passenger,59112,Bodeli,Dabhoi Junction,34,0 days 01:35:00,10:05:00,11:40:00
4469,Anand Godhra Passenger,59115,ANAND JN,GODHRA JN,78,0 days 02:25:00,14:05:00,16:30:00
4470,Godhra Anand Passenger,59116,GODHRA JN,ANAND JN,78,0 days 02:30:00,18:10:00,20:40:00
4471,Pratapnagar Bodeli Passenger,59117,Pratapnagar,Bodeli,63,0 days 01:55:00,07:10:00,09:05:00
4472,Chhota Udepur Pratapnagar Passenger,59118,Chhota Udepur,Pratapnagar,99,0 days 02:55:00,06:00:00,08:55:00
4473,Pratapnagar Chhota Udepur Passenger,59119,Pratapnagar,Chhota Udepur,99,0 days 02:55:00,18:15:00,21:10:00
4474,Chhota Udepur Pratap Nagar Passenger,59120,Chhota Udepur,Pratapnagar,99,0 days 03:00:00,17:00:00,20:00:00
4475,Pratapnagar Chhota Udepur Passenger,59121,Pratapnagar,Chhota Udepur,99,0 days 03:00:00,10:10:00,13:10:00
4476,Bodeli Pratapnagar Passenger,59122,Bodeli,Pratapnagar,63,0 days 02:10:00,10:30:00,12:40:00
4477,Modasa Nadiad Passenger,59152,Modasa,NADIAD JN,105,0 days 03:20:00,06:00:00,09:20:00
4478,Anand Vadodara Passenger,59158,ANAND JN,VADODARA JN,36,0 days 01:30:00,22:15:00,23:45:00
4479,Anand Vadtal Passenger,59163,ANAND JN,Vadtal Swaminarayan,14,0 days 00:40:00,15:20:00,16:00:00
4480,Vadtal Swaminarayan Anand Passenger,59164,Vadtal Swaminarayan,ANAND JN,14,0 days 00:45:00,11:20:00,12:05:00
4481,Anand Godhra Passenger,59165,ANAND JN,GODHRA JN,78,0 days 02:35:00,05:00:00,07:35:00
4482,Godhra Anand Passenger,59166,GODHRA JN,ANAND JN,78,0 days 02:30:00,08:15:00,10:45:00
4483,Wansjaliya Porbandar Passenger,59205,KANALAS JN,PORBANDAR,105,0 days 02:40:00,14:05:00,16:45:00
4484,Porbandar Wansjaliya Passenger,59206,PORBANDAR,KANALAS JN,105,0 days 02:30:00,11:10:00,13:40:00
4485,Bhavnagar Okha Passenger,59207,BHAVNAGAR TERMINUS,OKHA,538,0 days 15:55:00,21:25:00,13:20:00
4486,Bhavnagar Passenger,59208,OKHA,BHAVNAGAR TERMINUS,538,0 days 15:15:00,14:35:00,05:50:00
4487,Rajkot Porbandar Fast Passenger,59211,RAJKOT JN,PORBANDAR,213,0 days 05:50:00,14:10:00,20:00:00
4488,Surat Bharuch Passenger,59031,SURAT,BHARUCH JN,60,0 days 01:25:00,18:35:00,20:00:00
4489,Bharuch Surat Passenger,59032,BHARUCH JN,SURAT,60,0 days 01:35:00,06:45:00,08:20:00
4490,Bharuch Vadtal Swaminarayan Passenger,59161,BHARUCH JN,Vadtal Swaminarayan,120,0 days 04:45:00,06:00:00,10:45:00
4491,Vadtal Swaminarayan Bharuch Passenger,59162,Vadtal Swaminarayan,BHARUCH JN,120,0 days 04:05:00,16:40:00,20:45:00
4492,Porbandar Rajkot Fast Passenger,59212,PORBANDAR,RAJKOT JN,213,0 days 06:15:00,07:15:00,13:30:00
4493,Bhanvad Porbandar Passenger,59213,BHANVAD,PORBANDAR,52,0 days 02:00:00,07:30:00,09:30:00
4494,Bhanvad Porbandar Passenger,59215,BHANVAD,PORBANDAR,52,0 days 01:20:00,21:15:00,22:35:00
